DDLat;DDLon
-24.992609999999999;31.498580000000000
-24.992760000000001;31.495450000000002
-24.992719999999998;31.496949999999998
-24.992809999999999;31.496130000000001
-24.992819999999998;31.497380000000000
-24.990320000000001;31.499590000000001
-24.990359999999999;31.500480000000000
-24.990620000000000;31.500530000000001
-24.990440000000000;31.501349999999999
-24.990420000000000;31.500019999999999
-24.990520000000000;31.500740000000000
-24.990500000000001;31.502669999999998
-24.990580000000001;31.503340000000001
-24.990590000000001;31.502910000000000
-24.990649999999999;31.503640000000001
-24.990580000000001;31.499030000000001
-24.990800000000000;31.499310000000001
-24.990770000000001;31.501380000000001
-24.990880000000001;31.502859999999998
-24.991029999999999;31.499860000000002
-24.990990000000000;31.502569999999999
-24.991029999999999;31.499240000000000
-24.991150000000001;31.503170000000001
-24.991160000000001;31.502859999999998
-24.991219999999998;31.503540000000001
-24.991430000000001;31.503229999999999
-24.991299999999999;31.503830000000001
-24.991299999999999;31.501700000000000
-24.991350000000001;31.499130000000001
-24.991430000000001;31.502720000000000
-24.991320000000002;31.499630000000000
-24.991510000000002;31.502530000000000
-24.991470000000000;31.501280000000001
-24.991589999999999;31.499469999999999
-24.991720000000001;31.500160000000001
-24.991660000000000;31.501220000000000
-24.991700000000002;31.502379999999999
-24.991710000000001;31.499820000000000
-24.991820000000001;31.502160000000000
-24.991849999999999;31.503509999999999
-24.991869999999999;31.503080000000001
-24.991849999999999;31.500520000000002
-24.992080000000001;31.499610000000001
-24.992229999999999;31.502269999999999
-24.992139999999999;31.499900000000000
-24.992260000000002;31.503620000000002
-24.992339999999999;31.500219999999999
-24.992400000000000;31.502720000000000
-24.992400000000000;31.499839999999999
-24.992429999999999;31.499150000000000
-24.992519999999999;31.503080000000001
-24.992509999999999;31.501270000000002
-24.992619999999999;31.501590000000000
-24.992560000000001;31.500679999999999
-24.992680000000000;31.499839999999999
-24.992690000000000;31.500879999999999
-24.992780000000000;31.501860000000001
-24.992830000000001;31.503470000000000
-24.992930000000001;31.499440000000000
-24.990279999999998;31.508289999999999
-24.990300000000001;31.508540000000000
-24.990420000000000;31.505620000000000
-24.990379999999998;31.507729999999999
-24.990369999999999;31.504610000000000
-24.990400000000001;31.506460000000001
-24.990449999999999;31.505260000000000
-24.990440000000000;31.505910000000000
-24.990710000000000;31.503990000000002
-24.990729999999999;31.504359999999998
-24.990780000000001;31.504719999999999
-24.990760000000002;31.508440000000000
-24.990770000000001;31.505500000000001
-24.990800000000000;31.505830000000000
-24.990770000000001;31.506589999999999
-24.990770000000001;31.507600000000000
-24.990870000000001;31.505130000000001
-24.991099999999999;31.504619999999999
-24.990970000000001;31.506029999999999
-24.991129999999998;31.505269999999999
-24.991109999999999;31.507010000000001
-24.991209999999999;31.505810000000000
-24.991190000000000;31.506270000000001
-24.991460000000000;31.506180000000001
-24.991520000000001;31.504400000000000
-24.991510000000002;31.504909999999999
-24.991520000000001;31.505269999999999
-24.991470000000000;31.507110000000001
-24.991740000000000;31.504429999999999
-24.991700000000002;31.505620000000000
-24.991620000000001;31.506930000000001
-24.991679999999999;31.504110000000001
-24.991720000000001;31.504639999999998
-24.991900000000001;31.505800000000001
-24.991930000000000;31.508759999999999
-24.991910000000001;31.504570000000001
-24.992010000000001;31.505320000000001
-24.992069999999998;31.504380000000001
-24.992210000000000;31.506670000000000
-24.992170000000002;31.504950000000001
-24.992170000000002;31.506419999999999
-24.992290000000001;31.505510000000001
-24.992329999999999;31.507429999999999
-24.992349999999998;31.504090000000001
-24.992519999999999;31.504899999999999
-24.992629999999998;31.505630000000000
-24.992480000000000;31.506860000000000
-24.992490000000000;31.506589999999999
-24.992540000000002;31.503920000000001
-24.992570000000001;31.505220000000001
-24.992770000000000;31.508690000000001
-24.992680000000000;31.506440000000001
-24.992840000000001;31.504819999999999
-24.992880000000000;31.507680000000001
-24.993020000000001;31.504200000000001
-24.992989999999999;31.506350000000001
-24.992950000000000;31.507259999999999
-24.993060000000000;31.505299999999998
-24.992979999999999;31.505859999999998
-24.992979999999999;31.508410000000001
-24.990279999999998;31.512960000000000
-24.990290000000002;31.509580000000000
-24.990410000000001;31.511510000000001
-24.990500000000001;31.513230000000000
-24.990510000000000;31.513600000000000
-24.990559999999999;31.512300000000000
-24.990620000000000;31.509560000000000
-24.990629999999999;31.508959999999998
-24.990700000000000;31.513120000000001
-24.990790000000001;31.509570000000000
-24.990770000000001;31.511440000000000
-24.990780000000001;31.509129999999999
-24.990900000000000;31.513890000000000
-24.990910000000000;31.509300000000000
-24.990950000000002;31.512400000000000
-24.991109999999999;31.511849999999999
-24.991160000000001;31.511030000000002
-24.991150000000001;31.513520000000000
-24.991150000000001;31.511389999999999
-24.991440000000001;31.513100000000001
-24.991399999999999;31.512160000000002
-24.991379999999999;31.513750000000002
-24.991489999999999;31.511180000000000
-24.991710000000001;31.512530000000002
-24.991650000000000;31.512850000000000
-24.991710000000001;31.511669999999999
-24.991849999999999;31.513629999999999
-24.991879999999998;31.513110000000001
-24.992059999999999;31.509930000000001
-24.992229999999999;31.509560000000000
-24.992210000000000;31.511119999999998
-24.992210000000000;31.513549999999999
-24.992249999999999;31.512779999999999
-24.992390000000000;31.511550000000000
-24.992419999999999;31.511930000000000
-24.992450000000002;31.512609999999999
-24.992480000000000;31.513430000000000
-24.992460000000001;31.509480000000000
-24.992609999999999;31.510140000000000
-24.992580000000000;31.511119999999998
-24.992570000000001;31.513030000000001
-24.992660000000001;31.509010000000000
-24.992789999999999;31.509910000000001
-24.992870000000000;31.512760000000000
-24.992740000000001;31.512360000000001
-24.992850000000001;31.513249999999999
-24.992970000000000;31.512139999999999
-24.992909999999998;31.510140000000000
-24.992930000000001;31.511590000000002
-24.992960000000000;31.509609999999999
-24.992989999999999;31.510600000000000
-24.993020000000001;31.511199999999999
-24.990320000000001;31.514199999999999
-24.990310000000001;31.514420000000001
-24.990410000000001;31.515809999999998
-24.990580000000001;31.513800000000000
-24.990480000000002;31.515989999999999
-24.990539999999999;31.514460000000000
-24.990570000000002;31.516790000000000
-24.990649999999999;31.515020000000000
-24.990800000000000;31.515879999999999
-24.990880000000001;31.514489999999999
-24.990880000000001;31.516279999999998
-24.990939999999998;31.514230000000001
-24.990970000000001;31.515309999999999
-24.991109999999999;31.517119999999998
-24.991119999999999;31.514830000000000
-24.991209999999999;31.515440000000002
-24.991209999999999;31.516190000000002
-24.991260000000000;31.514050000000001
-24.991379999999999;31.515640000000001
-24.991540000000001;31.515960000000000
-24.991599999999998;31.515180000000001
-24.991710000000001;31.513950000000001
-24.991689999999998;31.514569999999999
-24.991730000000000;31.516539999999999
-24.991810000000001;31.515590000000000
-24.991840000000000;31.516860000000001
-24.991840000000000;31.517119999999998
-24.991900000000001;31.515899999999998
-24.991980000000002;31.514320000000001
-24.991969999999998;31.514700000000001
-24.991940000000000;31.513929999999998
-24.992049999999999;31.516230000000000
-24.992200000000000;31.515090000000001
-24.992280000000001;31.516369999999998
-24.992319999999999;31.513790000000000
-24.992390000000000;31.515650000000001
-24.992509999999999;31.514849999999999
-24.992629999999998;31.515339999999998
-24.992509999999999;31.516870000000001
-24.992660000000001;31.516069999999999
-24.992719999999998;31.516629999999999
-24.992799999999999;31.514199999999999
-24.992989999999999;31.515090000000001
-24.992880000000000;31.515779999999999
-24.993020000000001;31.514289999999999
-24.993099999999998;31.514690000000002
-24.992930000000001;31.516349999999999
-24.992799999999999;31.478690000000000
-24.993379999999998;31.477810000000002
-24.993700000000000;31.477540000000001
-24.994679999999999;31.479019999999998
-24.994720000000001;31.477879999999999
-24.994820000000001;31.478570000000001
-24.994930000000000;31.478179999999998
-24.995090000000001;31.478490000000001
-24.995100000000001;31.478739999999998
-24.995139999999999;31.477679999999999
-24.995259999999998;31.479019999999998
-24.995509999999999;31.478850000000001
-24.995439999999999;31.477820000000001
-24.995680000000000;31.478059999999999
-24.995850000000001;31.478230000000000
-24.995790000000000;31.478459999999998
-24.995729999999998;31.479019999999998
-24.995979999999999;31.477540000000001
-24.996369999999999;31.478750000000002
-24.996300000000002;31.477779999999999
-24.996510000000001;31.478370000000002
-24.996469999999999;31.478950000000001
-24.996870000000001;31.477570000000000
-24.997070000000001;31.479009999999999
-24.997039999999998;31.478619999999999
-24.992770000000000;31.480160000000001
-24.992750000000001;31.482009999999999
-24.992799999999999;31.483010000000000
-24.992809999999999;31.483440000000002
-24.992840000000001;31.481130000000000
-24.992889999999999;31.481349999999999
-24.992989999999999;31.482559999999999
-24.993020000000001;31.479189999999999
-24.993040000000001;31.481870000000001
-24.993099999999998;31.480450000000001
-24.993230000000001;31.481729999999999
-24.993300000000001;31.481040000000000
-24.993350000000000;31.481909999999999
-24.993410000000001;31.480499999999999
-24.993659999999998;31.480940000000000
-24.993530000000000;31.479869999999998
-24.993610000000000;31.481829999999999
-24.993680000000001;31.481349999999999
-24.993720000000000;31.482430000000001
-24.993890000000000;31.479630000000000
-24.993910000000000;31.479890000000001
-24.994180000000000;31.480070000000001
-24.994119999999999;31.481280000000002
-24.994219999999999;31.480789999999999
-24.994409999999998;31.480490000000000
-24.994440000000001;31.482270000000000
-24.994610000000002;31.481030000000001
-24.994700000000002;31.479340000000001
-24.994789999999998;31.480450000000001
-24.994949999999999;31.480029999999999
-24.994990000000001;31.479430000000001
-24.994980000000002;31.481490000000001
-24.995039999999999;31.480969999999999
-24.995170000000002;31.482460000000000
-24.995069999999998;31.480470000000000
-24.995229999999999;31.482220000000002
-24.995380000000001;31.479450000000000
-24.995380000000001;31.482610000000001
-24.995390000000000;31.480049999999999
-24.995410000000000;31.481760000000001
-24.995550000000001;31.481150000000000
-24.995519999999999;31.481420000000000
-24.995509999999999;31.483380000000000
-24.995590000000000;31.483720000000002
-24.995529999999999;31.479749999999999
-24.995640000000002;31.482350000000000
-24.995719999999999;31.483200000000000
-24.995660000000001;31.480280000000000
-24.995729999999998;31.480730000000001
-24.995709999999999;31.481970000000000
-24.995790000000000;31.480039999999999
-24.995760000000001;31.481290000000001
-24.995889999999999;31.482650000000000
-24.995880000000000;31.482920000000000
-24.995920000000002;31.483499999999999
-24.995930000000001;31.479649999999999
-24.995940000000001;31.480290000000000
-24.995940000000001;31.482350000000000
-24.996020000000001;31.479150000000001
-24.996200000000002;31.482710000000001
-24.996040000000001;31.483260000000001
-24.996079999999999;31.480979999999999
-24.996189999999999;31.483920000000001
-24.996250000000000;31.482309999999998
-24.996200000000002;31.481560000000002
-24.996259999999999;31.480029999999999
-24.996320000000001;31.481990000000000
-24.996330000000000;31.483480000000000
-24.996379999999998;31.479260000000000
-24.996559999999999;31.481549999999999
-24.996639999999999;31.483470000000001
-24.996620000000000;31.483229999999999
-24.996780000000001;31.479740000000000
-24.996700000000001;31.481339999999999
-24.996710000000000;31.481990000000000
-24.996839999999999;31.481790000000000
-24.996929999999999;31.480370000000001
-24.996880000000001;31.481089999999998
-24.996980000000001;31.480960000000000
-24.997010000000000;31.483779999999999
-24.997070000000001;31.479559999999999
-24.997100000000000;31.480580000000000
-24.997140000000002;31.481700000000000
-24.997180000000000;31.482040000000001
-24.992950000000000;31.489090000000001
-24.993440000000000;31.488830000000000
-24.993559999999999;31.486239999999999
-24.993950000000002;31.486290000000000
-24.994100000000000;31.487030000000001
-24.994370000000000;31.486540000000002
-24.994190000000000;31.487649999999999
-24.994509999999998;31.486780000000000
-24.994550000000000;31.486339999999998
-24.994740000000000;31.487159999999999
-24.994730000000001;31.484960000000001
-24.994789999999998;31.487660000000002
-24.995049999999999;31.488109999999999
-24.995049999999999;31.485240000000001
-24.995130000000000;31.488880000000002
-24.995190000000001;31.486329999999999
-24.995159999999998;31.486860000000000
-24.995239999999999;31.486080000000001
-24.995290000000001;31.485340000000001
-24.995290000000001;31.485710000000001
-24.995249999999999;31.487600000000000
-24.995310000000000;31.487960000000001
-24.995500000000000;31.488379999999999
-24.995439999999999;31.485969999999998
-24.995609999999999;31.485170000000000
-24.995560000000001;31.483979999999999
-24.995570000000001;31.486570000000000
-24.995539999999998;31.486879999999999
-24.995619999999999;31.485469999999999
-24.995600000000000;31.487439999999999
-24.995740000000001;31.486719999999998
-24.995699999999999;31.486120000000000
-24.995809999999999;31.488240000000001
-24.995799999999999;31.488890000000001
-24.995780000000000;31.485469999999999
-24.995850000000001;31.487320000000000
-24.995989999999999;31.484990000000000
-24.995870000000000;31.484760000000001
-24.995870000000000;31.484220000000001
-24.995960000000000;31.485669999999999
-24.995920000000002;31.487780000000001
-24.995940000000001;31.485890000000001
-24.995920000000002;31.488389999999999
-24.996110000000002;31.484230000000000
-24.996150000000000;31.488160000000001
-24.996169999999999;31.487050000000000
-24.996240000000000;31.488450000000000
-24.996279999999999;31.488769999999999
-24.996359999999999;31.486450000000001
-24.996369999999999;31.487670000000001
-24.996440000000000;31.484850000000002
-24.996549999999999;31.485900000000001
-24.996690000000001;31.487310000000001
-24.996680000000001;31.484369999999998
-24.996710000000000;31.487060000000000
-24.996770000000001;31.488430000000001
-24.996759999999998;31.488790000000002
-24.996759999999998;31.484040000000000
-24.996800000000000;31.485350000000000
-24.996790000000001;31.485769999999999
-24.996849999999998;31.484909999999999
-24.997039999999998;31.486940000000001
-24.996870000000001;31.487210000000001
-24.996970000000001;31.485530000000001
-24.996949999999998;31.484190000000002
-24.997050000000002;31.486329999999999
-24.997050000000002;31.487490000000001
-24.997190000000000;31.485980000000001
-24.997309999999999;31.486460000000001
-24.993099999999998;31.489570000000001
-24.993330000000000;31.489699999999999
-24.993530000000000;31.492100000000001
-24.993720000000000;31.489909999999998
-24.993659999999998;31.492249999999999
-24.993970000000001;31.489690000000000
-24.994430000000001;31.490310000000001
-24.994540000000001;31.493670000000002
-24.994710000000001;31.490390000000001
-24.994700000000002;31.491900000000001
-24.994800000000001;31.492830000000001
-24.994869999999999;31.492329999999999
-24.994959999999999;31.492519999999999
-24.994990000000001;31.493739999999999
-24.995100000000001;31.493310000000001
-24.995190000000001;31.492000000000001
-24.995170000000002;31.492529999999999
-24.995339999999999;31.491489999999999
-24.995349999999998;31.491910000000001
-24.995539999999998;31.489159999999998
-24.995760000000001;31.493620000000000
-24.995780000000000;31.491660000000000
-24.995830000000002;31.492650000000001
-24.995819999999998;31.489110000000000
-24.996030000000001;31.490400000000001
-24.996150000000000;31.488980000000002
-24.996030000000001;31.489480000000000
-24.996189999999999;31.491230000000002
-24.996220000000001;31.490069999999999
-24.996310000000001;31.491890000000001
-24.996320000000001;31.489180000000001
-24.996359999999999;31.490849999999998
-24.996400000000001;31.493340000000000
-24.996350000000000;31.493739999999999
-24.996549999999999;31.489690000000000
-24.996600000000001;31.491980000000002
-24.996729999999999;31.493079999999999
-24.996739999999999;31.493480000000002
-24.996780000000001;31.490839999999999
-24.996749999999999;31.492239999999999
-24.996820000000000;31.489460000000001
-24.996820000000000;31.492580000000000
-24.997100000000000;31.490150000000000
-24.996949999999998;31.491959999999999
-24.997100000000000;31.493200000000002
-24.997090000000000;31.493400000000001
-24.997070000000001;31.490690000000001
-24.997109999999999;31.490910000000000
-24.997160000000001;31.492239999999999
-24.997109999999999;31.493800000000000
-24.997180000000000;31.491589999999999
-24.997250000000001;31.489760000000000
-24.997309999999999;31.490580000000001
-24.997309999999999;31.489049999999999
-24.997409999999999;31.490110000000001
-24.997330000000002;31.492680000000000
-24.993010000000002;31.497930000000000
-24.993060000000000;31.495170000000002
-24.993020000000001;31.497190000000000
-24.993069999999999;31.498690000000000
-24.993160000000000;31.496020000000001
-24.993390000000002;31.497140000000002
-24.993379999999998;31.495570000000001
-24.993369999999999;31.498349999999999
-24.993530000000000;31.496639999999999
-24.993580000000001;31.496910000000000
-24.993590000000001;31.498230000000000
-24.993510000000001;31.498860000000001
-24.993639999999999;31.496440000000000
-24.993690000000001;31.498490000000000
-24.993749999999999;31.495010000000001
-24.993950000000002;31.494579999999999
-24.993819999999999;31.495750000000001
-24.993970000000001;31.497340000000001
-24.993980000000001;31.496870000000001
-24.994170000000000;31.496089999999999
-24.993929999999999;31.497820000000001
-24.994129999999998;31.498729999999998
-24.994119999999999;31.494930000000000
-24.994209999999999;31.496600000000001
-24.994240000000001;31.497270000000000
-24.994270000000000;31.493990000000000
-24.994319999999998;31.498419999999999
-24.994209999999999;31.494360000000000
-24.994409999999998;31.495390000000000
-24.994409999999998;31.498930000000001
-24.994479999999999;31.496390000000002
-24.994509999999998;31.494689999999999
-24.994540000000001;31.495120000000000
-24.994520000000001;31.496910000000000
-24.994579999999999;31.497940000000000
-24.994669999999999;31.496289999999998
-24.994720000000001;31.494579999999999
-24.994679999999999;31.497219999999999
-24.994669999999999;31.494260000000001
-24.994720000000001;31.495950000000001
-24.994840000000000;31.496970000000001
-24.994930000000000;31.495580000000000
-24.994940000000000;31.497610000000002
-24.995090000000001;31.497800000000002
-24.995120000000000;31.494100000000000
-24.995190000000001;31.498560000000001
-24.995210000000000;31.497219999999999
-24.995450000000002;31.498059999999999
-24.995450000000002;31.496949999999998
-24.995519999999999;31.497750000000000
-24.995509999999999;31.494530000000001
-24.995590000000000;31.496749999999999
-24.995570000000001;31.497509999999998
-24.995809999999999;31.498619999999999
-24.995650000000001;31.498740000000002
-24.995690000000000;31.495480000000001
-24.995830000000002;31.494509999999998
-24.995840000000001;31.497229999999998
-24.995880000000000;31.497920000000001
-24.995950000000001;31.496120000000001
-24.995860000000000;31.496630000000000
-24.996060000000000;31.494230000000002
-24.996030000000001;31.495770000000000
-24.996189999999999;31.497299999999999
-24.996269999999999;31.497679999999999
-24.996310000000001;31.495799999999999
-24.996300000000002;31.496340000000000
-24.996379999999998;31.498510000000000
-24.996590000000001;31.495069999999998
-24.996440000000000;31.498059999999999
-24.996600000000001;31.496770000000001
-24.996739999999999;31.497280000000000
-24.996790000000001;31.498100000000001
-24.996810000000000;31.494180000000000
-24.996860000000002;31.495609999999999
-24.996860000000002;31.494530000000001
-24.996910000000000;31.496140000000000
-24.996970000000001;31.498270000000002
-24.997039999999998;31.494280000000000
-24.996919999999999;31.494990000000001
-24.997109999999999;31.497940000000000
-24.997050000000002;31.493950000000002
-24.997209999999999;31.498510000000000
-24.997290000000000;31.497570000000000
-24.997229999999998;31.494599999999998
-24.997160000000001;31.496690000000001
-24.997370000000000;31.494019999999999
-24.997370000000000;31.498040000000000
-24.992970000000000;31.501049999999999
-24.992940000000001;31.503730000000001
-24.993099999999998;31.501960000000000
-24.993040000000001;31.499040000000001
-24.993060000000000;31.501400000000000
-24.992950000000000;31.502549999999999
-24.993150000000000;31.499680000000001
-24.993169999999999;31.502980000000001
-24.993169999999999;31.500530000000001
-24.993320000000001;31.503309999999999
-24.993250000000000;31.500170000000001
-24.993310000000001;31.501180000000002
-24.993449999999999;31.499839999999999
-24.993590000000001;31.503319999999999
-24.993630000000000;31.503720000000001
-24.993600000000001;31.502109999999998
-24.993639999999999;31.499330000000000
-24.993520000000000;31.499189999999999
-24.993610000000000;31.500129999999999
-24.993720000000000;31.501059999999999
-24.993849999999998;31.502099999999999
-24.993739999999999;31.500460000000000
-24.993849999999998;31.503769999999999
-24.993849999999998;31.501310000000000
-24.993919999999999;31.499120000000001
-24.993929999999999;31.499919999999999
-24.994009999999999;31.500550000000000
-24.993970000000001;31.502459999999999
-24.994019999999999;31.501819999999999
-24.994109999999999;31.501439999999999
-24.994029999999999;31.502730000000000
-24.994060000000001;31.503290000000000
-24.994100000000000;31.499530000000000
-24.994100000000000;31.499860000000002
-24.994270000000000;31.501719999999999
-24.994230000000002;31.503620000000002
-24.994240000000001;31.502030000000001
-24.994299999999999;31.499590000000001
-24.994370000000000;31.500170000000001
-24.994420000000002;31.499320000000001
-24.994470000000000;31.502770000000002
-24.994520000000001;31.500889999999998
-24.994570000000000;31.499890000000001
-24.994630000000001;31.500570000000000
-24.994669999999999;31.502649999999999
-24.994650000000000;31.498860000000001
-24.994679999999999;31.499610000000001
-24.994720000000001;31.501270000000002
-24.994769999999999;31.503019999999999
-24.994730000000001;31.503360000000001
-24.994740000000000;31.500150000000001
-24.995110000000000;31.500430000000001
-24.995049999999999;31.503689999999999
-24.995259999999998;31.500760000000000
-24.995349999999998;31.500029999999999
-24.995360000000002;31.503100000000000
-24.995339999999999;31.503520000000002
-24.995509999999999;31.500579999999999
-24.995690000000000;31.503129999999999
-24.995770000000000;31.502910000000000
-24.995699999999999;31.503750000000000
-24.995780000000000;31.503409999999999
-24.995909999999999;31.501799999999999
-24.995920000000002;31.501359999999998
-24.995940000000001;31.503010000000000
-24.995950000000001;31.500820000000001
-24.996030000000001;31.502260000000000
-24.996050000000000;31.502839999999999
-24.996040000000001;31.499970000000001
-24.996150000000000;31.501960000000000
-24.996210000000001;31.500910000000001
-24.996220000000001;31.503350000000001
-24.996310000000001;31.499260000000000
-24.996279999999999;31.501619999999999
-24.996279999999999;31.499919999999999
-24.996340000000000;31.498989999999999
-24.996490000000001;31.500820000000001
-24.996680000000001;31.499739999999999
-24.996690000000001;31.501210000000000
-24.996710000000000;31.501919999999998
-24.996659999999999;31.502669999999998
-24.996620000000000;31.499939999999999
-24.996739999999999;31.500219999999999
-24.996770000000001;31.500399999999999
-24.996890000000000;31.501420000000000
-24.997000000000000;31.498909999999999
-24.997029999999999;31.500810000000001
-24.997090000000000;31.500170000000001
-24.997190000000000;31.499320000000001
-24.997240000000001;31.500309999999999
-24.997360000000000;31.499310000000001
-24.997350000000001;31.501550000000002
-24.997509999999998;31.501059999999999
-24.992970000000000;31.504629999999999
-24.993250000000000;31.505800000000001
-24.993240000000000;31.506519999999998
-24.993250000000000;31.504970000000000
-24.993390000000002;31.507400000000001
-24.993340000000000;31.504030000000000
-24.993440000000000;31.504510000000000
-24.993449999999999;31.507790000000000
-24.993539999999999;31.505830000000000
-24.993590000000001;31.506879999999999
-24.993620000000000;31.507639999999999
-24.993549999999999;31.508450000000000
-24.993620000000000;31.504100000000001
-24.993680000000001;31.505520000000001
